Time,x,ppb,ppb_bias
2025/2/7 00:50,0.83,-47.53625428,252.4637457
2025/2/7 00:51,0.85,-33.05806061,266.9419394
2025/2/7 00:52,0.87,-33.94173779,266.0582622
2025/2/7 00:53,0.88,-37.16732746,262.8326725
2025/2/7 00:54,0.9,-49.31032861,250.6896714
2025/2/7 00:55,0.92,-34.63725556,265.3627444
2025/2/7 00:56,0.93,-33.85101808,266.1489819
2025/2/7 00:57,0.95,-29.95343055,270.0465695
2025/2/7 00:58,0.97,-21.50305759,278.4969424
2025/2/7 00:59,0.98,-33.04798065,266.9520194
2025/2/7 01:00,1,-38.56844298,261.431557
2025/2/7 01:01,1.02,-27.10415967,272.8958403
2025/2/7 01:02,1.03,-24.87984678,275.1201532
2025/2/7 01:03,1.05,-32.71198172,267.2880183
2025/2/7 01:04,1.07,-41.60251327,258.3974867
2025/2/7 01:05,1.08,-33.68301861,266.3169814
2025/2/7 01:06,1.1,-28.49519522,271.5048048
2025/2/7 01:07,1.12,-18.29762785,281.7023722
2025/2/7 01:08,1.13,-14.83011894,285.1698811
2025/2/7 01:09,1.15,-27.61823802,272.381762
2025/2/7 01:10,1.17,-40.7188361,259.2811639
2025/2/7 01:11,1.18,-28.64975472,271.3502453
2025/2/7 01:12,1.2,-17.10483166,282.8951683
2025/2/7 01:13,1.22,-8.110140448,291.8898596
2025/2/7 01:14,1.23,-12.56548619,287.4345138
2025/2/7 01:15,1.25,-12.97540488,287.0245951
2025/2/7 01:16,1.27,-10.58981251,289.4101875
2025/2/7 01:17,1.28,-21.10657886,278.8934211
2025/2/7 01:18,1.3,-36.28701028,263.7129897
2025/2/7 01:19,1.32,-30.66238828,269.3376117
2025/2/7 01:20,1.33,-20.39426114,279.6057389
2025/2/7 01:21,1.35,-32.58094214,267.4190579
2025/2/7 01:22,1.37,-17.13507157,282.8649284
2025/2/7 01:23,1.38,-10.27733351,289.7226665
2025/2/7 01:24,1.4,-24.42960823,275.5703918
2025/2/7 01:25,1.42,-26.62032121,273.3796788
2025/2/7 01:26,1.43,-22.07425576,277.9257442
2025/2/7 01:27,1.45,-27.12767959,272.8723204
2025/2/7 01:28,1.47,-17.80370943,282.1962906
2025/2/7 01:29,1.48,-21.5299375,278.4700625
2025/2/7 01:30,1.5,-37.58396613,262.4160339
2025/2/7 01:31,1.52,-8.919897856,291.0801021
2025/2/7 01:32,1.53,-23.33761172,276.6623883
2025/2/7 01:33,1.55,-45.39594113,254.6040589
2025/2/7 01:34,1.57,-46.51817754,253.4818225
2025/2/7 01:35,1.58,-12.22276729,287.7772327
2025/2/7 01:36,1.6,-32.96062093,267.0393791
2025/2/7 01:37,1.62,-25.53840468,274.4615953
2025/2/7 01:38,1.63,-33.42093945,266.5790606
2025/2/7 01:39,1.65,-24.45648814,275.5435119
2025/2/7 01:40,1.67,-31.40158591,268.5984141
2025/2/7 01:41,1.68,-19.51058397,280.489416
2025/2/7 01:42,1.7,-33.49149923,266.5085008
2025/2/7 01:43,1.72,-29.45279215,270.5472079
2025/2/7 01:44,1.73,-13.79524226,286.2047577
2025/2/7 01:45,1.75,-13.57348296,286.426517
2025/2/7 01:46,1.77,-11.57428936,288.4257106
2025/2/7 01:47,1.78,-18.60674686,281.3932531
2025/2/7 01:48,1.8,-31.18318661,268.8168134
2025/2/7 01:49,1.82,-25.81056381,274.1894362
2025/2/7 01:50,1.83,-29.18399301,270.816007
2025/2/7 01:51,1.85,-23.60641086,276.3935891
2025/2/7 01:52,1.87,-18.64034675,281.3596533
2025/2/7 01:53,1.88,-34.58013574,265.4198643
2025/2/7 01:54,1.9,-32.75566158,267.2443384
2025/2/7 01:55,1.92,-48.60137088,251.3986291
2025/2/7 01:56,1.93,-41.26651435,258.7334857
2025/2/7 01:57,1.95,-35.60829245,264.3917076
2025/2/7 01:58,1.97,-22.69921376,277.3007862
2025/2/7 01:59,1.98,-39.40844029,260.5915597
2025/2/7 02:00,2,-9.917814663,290.0821853
2025/2/7 02:01,2.02,-26.60016128,273.3998387
2025/2/7 02:02,2.03,-39.0321215,260.9678785
2025/2/7 02:03,2.05,-30.03407029,269.9659297
2025/2/7 02:04,2.07,-15.6566763,284.3433237
2025/2/7 02:05,2.08,-16.688193,283.311807
2025/2/7 02:06,2.1,-3.123916403,296.8760836
2025/2/7 02:07,2.12,0.696391372,300.6963914
2025/2/7 02:08,2.13,-1.212082521,298.7879175
2025/2/7 02:09,2.15,-20.09858208,279.9014179
2025/2/7 02:10,2.17,-11.33573013,288.6642699
2025/2/7 02:11,2.18,11.30723742,311.3072374
2025/2/7 02:12,2.2,13.81042941,313.8104294
2025/2/7 02:13,2.22,-12.08836772,287.9116323
2025/2/7 02:14,2.23,-8.489819233,291.5101808
2025/2/7 02:15,2.25,10.41348028,310.4134803
2025/2/7 02:16,2.27,4.046300652,304.0463007
2025/2/7 02:17,2.28,-5.556548619,294.4434514
2025/2/7 02:18,2.3,2.231906458,302.2319065
2025/2/7 02:19,2.32,14.04562865,314.0456287
2025/2/7 02:20,2.33,-3.36247564,296.6375244
2025/2/7 02:21,2.35,-13.38532357,286.6146764
2025/2/7 02:22,2.37,-4.740071232,295.2599288
2025/2/7 02:23,2.38,-9.853974867,290.1460251
2025/2/7 02:24,2.4,-24.55392783,275.4460722
2025/2/7 02:25,2.42,-31.97278409,268.0272159
2025/2/7 02:26,2.43,-28.39103555,271.6089645
2025/2/7 02:27,2.45,-35.37981318,264.6201868
2025/2/7 02:28,2.47,-24.36240844,275.6375916
2025/2/7 02:29,2.48,-25.91808346,274.0819165
2025/2/7 02:30,2.5,-30.74638801,269.253612
2025/2/7 02:31,2.52,-29.14031315,270.8596869
2025/2/7 02:32,2.53,-4.225992877,295.7740071
2025/2/7 02:33,2.55,-26.39184195,273.6081581
2025/2/7 02:34,2.57,-22.65217391,277.3478261
2025/2/7 02:35,2.58,-34.93293461,265.0670654
2025/2/7 02:36,2.6,-31.41502587,268.5849741
2025/2/7 02:37,2.62,-37.43276662,262.5672334
2025/2/7 02:38,2.63,-28.30367583,271.6963242
2025/2/7 02:39,2.65,-5.449028963,294.550971
2025/2/7 02:40,2.67,3.051743834,303.0517438
2025/2/7 02:41,2.68,-19.41650427,280.5834957
2025/2/7 02:42,2.7,-14.51091997,285.48908
2025/2/7 02:43,2.72,4.241180028,304.24118
2025/2/7 02:44,2.73,0.044553457,300.0445535
2025/2/7 02:45,2.75,-5.257509576,294.7424904
2025/2/7 02:46,2.77,3.891741146,303.8917411
2025/2/7 02:47,2.78,7.796048653,307.7960487
2025/2/7 02:48,2.8,9.062764599,309.0627646
2025/2/7 02:49,2.82,20.50352799,320.503528
2025/2/7 02:50,2.83,19.23345205,319.2334521
2025/2/7 02:51,2.85,15.88690276,315.8869028
2025/2/7 02:52,2.87,32.16941066,332.1694107
2025/2/7 02:53,2.88,17.33505813,317.3350581
2025/2/7 02:54,2.9,9.469323298,309.4693233
2025/2/7 02:55,2.92,22.92608024,322.9260802
2025/2/7 02:56,2.93,11.41475707,311.4147571
2025/2/7 02:57,2.95,-2.650157919,297.3498421
2025/2/7 02:58,2.97,19.04865264,319.0486526
2025/2/7 02:59,2.98,-0.553524629,299.4464754
2025/2/7 03:00,3,-2.408238694,297.5917613
2025/2/7 03:01,3.02,-16.78563269,283.2143673
2025/2/7 03:02,3.03,-20.14226194,279.8577381
2025/2/7 03:03,3.05,-2.448558565,297.5514414
2025/2/7 03:04,3.07,-22.57489416,277.4251058
2025/2/7 03:05,3.08,-18.08594852,281.9140515
2025/2/7 03:06,3.1,-18.52274713,281.4772529
2025/2/7 03:07,3.12,-16.96371212,283.0362879
2025/2/7 03:08,3.13,-33.82077817,266.1792218
2025/2/7 03:09,3.15,-19.61810362,280.3818964
2025/2/7 03:10,3.17,-12.28660708,287.7133929
2025/2/7 03:11,3.18,-19.90370271,280.0962973
2025/2/7 03:12,3.2,-36.4684497,263.5315503
2025/2/7 03:13,3.22,-25.02096633,274.9790337
2025/2/7 03:14,3.23,-16.4697937,283.5302063
2025/2/7 03:15,3.25,-17.80034944,282.1996506
2025/2/7 03:16,3.27,-29.7182313,270.2817687
2025/2/7 03:17,3.28,-22.60177407,277.3982259
2025/2/7 03:18,3.3,-24.08016934,275.9198307
2025/2/7 03:19,3.32,-26.30448223,273.6955178
2025/2/7 03:20,3.33,-28.44479538,271.5552046
2025/2/7 03:21,3.35,-17.3736308,282.6263692
2025/2/7 03:22,3.37,-36.92204825,263.0779518
2025/2/7 03:23,3.38,-60.69733217,239.3026678
2025/2/7 03:24,3.4,-52.97607688,247.0239231
2025/2/7 03:25,3.42,-42.55003024,257.4499698
2025/2/7 03:26,3.43,-46.09145891,253.9085411
2025/2/7 03:27,3.45,-37.47644648,262.5235535
2025/2/7 03:28,3.47,-29.72159129,270.2784087
2025/2/7 03:29,3.48,-23.35105168,276.6489483
2025/2/7 03:30,3.5,-31.54942544,268.4505746
2025/2/7 03:31,3.52,-28.82447416,271.1755258
2025/2/7 03:32,3.53,-12.5318863,287.4681137
2025/2/7 03:33,3.55,-17.43075062,282.5692494
2025/2/7 03:34,3.57,-29.35871245,270.6412876
2025/2/7 03:35,3.58,-14.85363887,285.1463611
2025/2/7 03:36,3.6,-15.19971776,284.8002822
2025/2/7 03:37,3.62,-13.51972314,286.4802769
2025/2/7 03:38,3.63,-16.64787313,283.3521269
2025/2/7 03:39,3.65,-11.48692964,288.5130704
2025/2/7 03:40,3.67,-18.80498622,281.1950138
2025/2/7 03:41,3.68,-0.113366037,299.886634
2025/2/7 03:42,3.7,2.295746254,302.2957463
2025/2/7 03:43,3.72,3.495262415,303.4952624
2025/2/7 03:44,3.73,14.45890733,314.4589073
2025/2/7 03:45,3.75,1.791747866,301.7917479
2025/2/7 03:46,3.77,-31.28398629,268.7160137
2025/2/7 03:47,3.78,-5.899267522,294.1007325
2025/2/7 03:48,3.8,-10.56965258,289.4303474
2025/2/7 03:49,3.82,-5.942947383,294.0570526
2025/2/7 03:50,3.83,-36.59948928,263.4005107
2025/2/7 03:51,3.85,-35.0001344,264.9998656
2025/2/7 03:52,3.87,-43.28586789,256.7141321
2025/2/7 03:53,3.88,-41.98555205,258.014448
2025/2/7 03:54,3.9,-47.58329413,252.4167059
2025/2/7 03:55,3.92,-47.7815335,252.2184665
2025/2/7 03:56,3.93,-28.96223372,271.0377663
2025/2/7 03:57,3.95,-18.39842753,281.6015725
2025/2/7 03:58,3.97,-14.95779854,285.0422015
2025/2/7 03:59,3.98,-15.6566763,284.3433237
2025/2/7 04:00,4,-24.812647,275.187353
2025/2/7 04:01,4.02,-20.59922048,279.4007795
2025/2/7 04:02,4.03,-17.2493112,282.7506888
2025/2/7 04:03,4.05,-19.07378536,280.9262146
2025/2/7 04:04,4.07,-3.769034339,296.2309657
2025/2/7 04:05,4.08,-19.9070627,280.0929373
2025/2/7 04:06,4.1,-34.58013574,265.4198643
2025/2/7 04:07,4.12,-33.46461931,266.5353807
2025/2/7 04:08,4.13,-37.35884685,262.6411532
2025/2/7 04:09,4.15,-41.9385122,258.0614878
2025/2/7 04:10,4.17,-50.83912371,249.1608763
2025/2/7 04:11,4.18,-39.31436059,260.6856394
2025/2/7 04:12,4.2,-31.95262415,268.0473759
2025/2/7 04:13,4.22,-25.41072509,274.5892749
2025/2/7 04:14,4.23,-23.34769169,276.6523083
2025/2/7 04:15,4.25,-43.58154694,256.4184531
2025/2/7 04:16,4.27,-70.25314159,229.7468584
2025/2/7 04:17,4.28,-58.27477992,241.7252201
2025/2/7 04:18,4.3,-68.0624286,231.9375714
2025/2/7 04:19,4.32,-44.56602379,255.4339762
2025/2/7 04:20,4.33,-56.10758686,243.8924131
2025/2/7 04:21,4.35,-72.45729454,227.5427055
2025/2/7 04:22,4.37,-72.89409314,227.1059069
2025/2/7 04:23,4.38,-56.48726564,243.5127344
2025/2/7 04:24,4.4,-49.01800954,250.9819905
2025/2/7 04:25,4.42,-55.20374975,244.7962503
2025/2/7 04:26,4.43,-50.70808413,249.2919159
2025/2/7 04:27,4.45,-57.12230361,242.8776964
2025/2/7 04:28,4.47,-50.98024326,249.0197567
2025/2/7 04:29,4.48,-46.01081917,253.9891808
2025/2/7 04:30,4.5,-30.10799005,269.89201
2025/2/7 04:31,4.52,-49.94200659,250.0579934
2025/2/7 04:32,4.53,-42.21403132,257.7859687
2025/2/7 04:33,4.55,-47.48921443,252.5107856
2025/2/7 04:34,4.57,-40.22491768,259.7750823
2025/2/7 04:35,4.58,-36.44828977,263.5517102
2025/2/7 04:36,4.6,-37.12700759,262.8729924
2025/2/7 04:37,4.62,-59.74309522,240.2569048
2025/2/7 04:38,4.63,-58.67461864,241.3253814
2025/2/7 04:39,4.65,-72.39009475,227.6099053
2025/2/7 04:40,4.67,-59.71285532,240.2871447
2025/2/7 04:41,4.68,-51.68584101,248.314159
2025/2/7 04:42,4.7,-38.98844164,261.0115584
2025/2/7 04:43,4.72,-59.42725623,240.5727438
2025/2/7 04:44,4.73,-78.02479672,221.9752033
2025/2/7 04:45,4.75,-59.43397621,240.5660238
2025/2/7 04:46,4.77,-59.45077616,240.5492238
2025/2/7 04:47,4.78,-46.89449634,253.1055037
2025/2/7 04:48,4.8,-27.19151939,272.8084806
2025/2/7 04:49,4.82,-60.67717223,239.3228278
2025/2/7 04:50,4.83,-50.73496405,249.265036
2025/2/7 04:51,4.85,-87.76876554,212.2312345
2025/2/7 04:52,4.87,-92.30139104,207.698609
2025/2/7 04:53,4.88,-91.46139372,208.5386063
2025/2/7 04:54,4.9,-85.49741281,214.5025872
2025/2/7 04:55,4.92,-81.58638532,218.4136147
2025/2/7 04:56,4.93,-88.79020227,211.2097977
2025/2/7 04:57,4.95,-97.58665412,202.4133459
2025/2/7 04:58,4.97,-72.54129427,227.4587057
2025/2/7 04:59,4.98,-59.99509442,240.0049056
2025/2/7 05:00,5,-65.00819837,234.9918016
2025/2/7 05:01,5.02,-84.04253746,215.9574625
2025/2/7 05:02,5.03,-77.23183926,222.7681607
2025/2/7 05:03,5.05,-96.13513877,203.8648612
2025/2/7 05:04,5.07,-75.94496338,224.0550366
2025/2/7 05:05,5.08,-67.00739198,232.992608
2025/2/7 05:06,5.1,-90.45339695,209.5466031
2025/2/7 05:07,5.12,-80.61534843,219.3846516
2025/2/7 05:08,5.13,-81.08910691,218.9108931
2025/2/7 05:09,5.15,-87.60076608,212.3992339
2025/2/7 05:10,5.17,-99.26664875,200.7333513
2025/2/7 05:11,5.18,-73.55265103,226.447349
2025/2/7 05:12,5.2,-82.26510315,217.7348969
2025/2/7 05:13,5.22,-59.32981654,240.6701835
2025/2/7 05:14,5.23,-86.45836973,213.5416303
2025/2/7 05:15,5.25,-71.15361871,228.8463813
2025/2/7 05:16,5.27,-71.74161683,228.2583832
2025/2/7 05:17,5.28,-74.61440763,225.3855924
2025/2/7 05:18,5.3,-69.49378402,230.506216
2025/2/7 05:19,5.32,-49.04488946,250.9551105
2025/2/7 05:20,5.33,-39.05564142,260.9443586
2025/2/7 05:21,5.35,-63.24084403,236.759156
2025/2/7 05:22,5.37,-67.23587125,232.7641288
2025/2/7 05:23,5.38,-46.7500168,253.2499832
2025/2/7 05:24,5.4,-32.26846314,267.7315369
2025/2/7 05:25,5.42,-34.58685572,265.4131443
2025/2/7 05:26,5.43,-38.65916269,261.3408373
2025/2/7 05:27,5.45,-69.93394261,230.0660574
2025/2/7 05:28,5.47,-51.07096297,248.929037
2025/2/7 05:29,5.48,-47.29097507,252.7090249
2025/2/7 05:30,5.5,-54.32343257,245.6765674
2025/2/7 05:31,5.52,-47.38169478,252.6183052
2025/2/7 05:32,5.53,-50.50984477,249.4901552
2025/2/7 05:33,5.55,-81.51582555,218.4841745
2025/2/7 05:34,5.57,-40.44331698,259.556683
2025/2/7 05:35,5.58,-47.04569585,252.9543042
2025/2/7 05:36,5.6,-28.08527653,271.9147235
2025/2/7 05:37,5.62,-31.5931053,268.4068947
2025/2/7 05:38,5.63,-16.40931389,283.5906861
2025/2/7 05:39,5.65,-45.06666219,254.9333378
2025/2/7 05:40,5.67,-38.80364223,261.1963578
2025/2/7 05:41,5.68,-38.08460453,261.9153955
2025/2/7 05:42,5.7,-32.38942275,267.6105773
2025/2/7 05:43,5.72,-6.188226598,293.8117734
2025/2/7 05:44,5.73,-32.9673409,267.0326591
2025/2/7 05:45,5.75,-41.56555339,258.4344466
2025/2/7 05:46,5.77,-25.30320543,274.6967946
2025/2/7 05:47,5.78,-20.38418117,279.6158188
2025/2/7 05:48,5.8,-18.64034675,281.3596533
2025/2/7 05:49,5.82,-22.19185539,277.8081446
2025/2/7 05:50,5.83,-16.07331497,283.926685
2025/2/7 05:51,5.85,-41.66635307,258.3336469
2025/2/7 05:52,5.87,-30.84046771,269.1595323
2025/2/7 05:53,5.88,-30.55150864,269.4484914
2025/2/7 05:54,5.9,-4.360392447,295.6396076
2025/2/7 05:55,5.92,-22.27921511,277.7207849
2025/2/7 05:56,5.93,-35.8132518,264.1867482
2025/2/7 05:57,5.95,-34.63053558,265.3694644
2025/2/7 05:58,5.97,-9.655735502,290.3442645
2025/2/7 05:59,5.98,-19.19810497,280.801895
2025/2/7 06:00,6,-4.064713393,295.9352866
2025/2/7 06:01,6.02,-45.68154022,254.3184598
2025/2/7 06:02,6.03,-44.78778308,255.2122169
2025/2/7 06:03,6.05,-54.87111081,245.1288892
2025/2/7 06:04,6.07,-27.59807809,272.4019219
2025/2/7 06:05,6.08,-40.82299577,259.1770042
2025/2/7 06:06,6.1,-33.32349976,266.6765002
2025/2/7 06:07,6.12,-28.65983469,271.3401653
2025/2/7 06:08,6.13,-18.86210604,281.137894
2025/2/7 06:09,6.15,-19.25522478,280.7447752
2025/2/7 06:10,6.17,-26.76816074,273.2318393
2025/2/7 06:11,6.18,-28.27343593,271.7265641
2025/2/7 06:12,6.2,-40.53403669,259.4659633
2025/2/7 06:13,6.22,-30.33646932,269.6635307
2025/2/7 06:14,6.23,-44.31066461,255.6893354
2025/2/7 06:15,6.25,-51.05080304,248.949197
2025/2/7 06:16,6.27,-39.81499899,260.185001
2025/2/7 06:17,6.28,-20.99569921,279.0043008
2025/2/7 06:18,6.3,-26.90256031,273.0974397
2025/2/7 06:19,6.32,-60.68053222,239.3194678
2025/2/7 06:20,6.33,-54.47127209,245.5287279
2025/2/7 06:21,6.35,-45.03978227,254.9602177
2025/2/7 06:22,6.37,-18.73778644,281.2622136
2025/2/7 06:23,6.38,-31.27054633,268.7294537
2025/2/7 06:24,6.4,-40.03339829,259.9666017
2025/2/7 06:25,6.42,-45.86633963,254.1336604
2025/2/7 06:26,6.43,-15.6869162,284.3130838
2025/2/7 06:27,6.45,-24.67824743,275.3217526
2025/2/7 06:28,6.47,-33.89469794,266.1053021
2025/2/7 06:29,6.48,-55.86902762,244.1309724
2025/2/7 06:30,6.5,-64.63859956,235.3614004
2025/2/7 06:31,6.52,-62.41092669,237.5890733
2025/2/7 06:32,6.53,-57.4683825,242.5316175
2025/2/7 06:33,6.55,-35.8737316,264.1262684
2025/2/7 06:34,6.57,-22.98481285,277.0151872
2025/2/7 06:35,6.58,-24.4060883,275.5939117
2025/2/7 06:36,6.6,-16.98051206,283.0194879
2025/2/7 06:37,6.62,-14.1547611,285.8452389
2025/2/7 06:38,6.63,-27.70559774,272.2944023
2025/2/7 06:39,6.65,-21.79201667,278.2079833
2025/2/7 06:40,6.67,-39.27404072,260.7259593
2025/2/7 06:41,6.68,-34.91949466,265.0805053
2025/2/7 06:42,6.7,-65.13587797,234.864122
2025/2/7 06:43,6.72,-48.98104966,251.0189503
2025/2/7 06:44,6.73,-39.45884013,260.5411599
2025/2/7 06:45,6.75,-46.4677777,253.5322223
2025/2/7 06:46,6.77,-32.63806196,267.361938
2025/2/7 06:47,6.78,-30.66574827,269.3342517
2025/2/7 06:48,6.8,-21.03601908,278.9639809
2025/2/7 06:49,6.82,-29.02943351,270.9705665
2025/2/7 06:50,6.83,-29.1571131,270.8428869
2025/2/7 06:51,6.85,-35.35629326,264.6437067
2025/2/7 06:52,6.87,-41.41099388,258.5890061
2025/2/7 06:53,6.88,-40.14427794,259.8557221
2025/2/7 06:54,6.9,-29.81903098,270.180969
2025/2/7 06:55,6.92,-2.700557758,297.2994422
2025/2/7 06:56,6.93,-11.07365096,288.926349
2025/2/7 06:57,6.95,-7.505342383,292.4946576
2025/2/7 06:58,6.97,-16.56723338,283.4327666
2025/2/7 06:59,6.98,-38.73308245,261.2669176
2025/2/7 07:00,7,-29.65103152,270.3489685
2025/2/7 07:01,7.02,-33.95853773,266.0414623
2025/2/7 07:02,7.03,-49.19944896,250.800551
2025/2/7 07:03,7.05,-35.64861232,264.3513877
2025/2/7 07:04,7.07,2.702304953,302.702305
2025/2/7 07:05,7.08,-8.856058061,291.1439419
2025/2/7 07:06,7.1,-17.30307103,282.696929
2025/2/7 07:07,7.12,-6.547745447,293.4522546
2025/2/7 07:08,7.13,-31.73086486,268.2691351
2025/2/7 07:09,7.15,-23.06881258,276.9311874
2025/2/7 07:10,7.17,-29.11007325,270.8899268
2025/2/7 07:11,7.18,-29.55359183,270.4464082
2025/2/7 07:12,7.2,-27.61823802,272.381762
2025/2/7 07:13,7.22,-17.48115046,282.5188495
2025/2/7 07:14,7.23,-24.29520866,275.7047913
2025/2/7 07:15,7.25,-23.13265238,276.8673476
2025/2/7 07:16,7.27,-40.23499765,259.7650024
2025/2/7 07:17,7.28,-39.17660103,260.823399
2025/2/7 07:18,7.3,-14.70915933,285.2908407
2025/2/7 07:19,7.32,-36.86492843,263.1350716
2025/2/7 07:20,7.33,-75.11504603,224.884954
2025/2/7 07:21,7.35,-37.29164707,262.7083529
2025/2/7 07:22,7.37,-44.81802298,255.181977
2025/2/7 07:23,7.38,-56.90054432,243.0994557
2025/2/7 07:24,7.4,-34.10973725,265.8902628
2025/2/7 07:25,7.42,-30.7195081,269.2804919
2025/2/7 07:26,7.43,-40.51051677,259.4894832
2025/2/7 07:27,7.45,-32.21470331,267.7852967
2025/2/7 07:28,7.47,-37.311807,262.688193
2025/2/7 07:29,7.48,-10.4688529,289.5311471
2025/2/7 07:30,7.5,-11.29205027,288.7079497
2025/2/7 07:31,7.52,-8.476379276,291.5236207
2025/2/7 07:32,7.53,-19.75586318,280.2441368
2025/2/7 07:33,7.55,-16.55043344,283.4495666
2025/2/7 07:34,7.57,-22.07425576,277.9257442
2025/2/7 07:35,7.58,-10.49237282,289.5076272
2025/2/7 07:36,7.6,-20.4681809,279.5318191
2025/2/7 07:37,7.62,-35.26893354,264.7310665
2025/2/7 07:38,7.63,-31.14958672,268.8504133
2025/2/7 07:39,7.65,-6.89382434,293.1061757
2025/2/7 07:40,7.67,-37.19084739,262.8091526
2025/2/7 07:41,7.68,-25.91136348,274.0886365
2025/2/7 07:42,7.7,-4.236072845,295.7639272
2025/2/7 07:43,7.72,0.572071769,300.5720718
2025/2/7 07:44,7.73,-41.54539345,258.4546066
2025/2/7 07:45,7.75,-2.744237618,297.2557624
2025/2/7 07:46,7.77,-1.601841274,298.3981587
2025/2/7 07:47,7.78,-5.811907802,294.1880922
2025/2/7 07:48,7.8,-13.31812378,286.6818762
2025/2/7 07:49,7.82,13.938109,313.938109
2025/2/7 07:50,7.83,3.16262348,303.1626235
2025/2/7 07:51,7.85,-12.51172636,287.4882736
2025/2/7 07:52,7.87,1.37174921,301.3717492
2025/2/7 07:53,7.88,-11.81620859,288.1837914
2025/2/7 07:54,7.9,-0.133525973,299.866474
2025/2/7 07:55,7.92,-14.11108124,285.8889188
2025/2/7 07:56,7.93,-16.69827297,283.301727
2025/2/7 07:57,7.95,-17.32323097,282.676769
2025/2/7 07:58,7.97,-19.77266313,280.2273369
2025/2/7 07:59,7.98,-17.25603118,282.7439688
2025/2/7 08:00,8,-13.57012298,286.429877
2025/2/7 08:01,8.02,-53.27847591,246.7215241
2025/2/7 08:02,8.03,1.294469458,301.2944695
2025/2/7 08:03,8.05,-56.20166655,243.7983335
2025/2/7 08:04,8.07,-22.94449298,277.055507
2025/2/7 08:05,8.08,-44.04522546,255.9547745
2025/2/7 08:06,8.1,-12.28996707,287.7100329
2025/2/7 08:07,8.12,-23.01841274,276.9815873
2025/2/7 08:08,8.13,-43.70250655,256.2974935
2025/2/7 08:09,8.15,-42.34171091,257.6582891
2025/2/7 08:10,8.17,-7.498622404,292.5013776
2025/2/7 08:11,8.18,-15.66339628,284.3366037
2025/2/7 08:12,8.2,-7.444862576,292.5551374
2025/2/7 08:13,8.22,-41.38411397,258.615886
2025/2/7 08:14,8.23,-26.4691217,273.5308783
2025/2/7 08:15,8.25,-41.67643304,258.323567
2025/2/7 08:16,8.27,-66.54707345,233.4529266
2025/2/7 08:17,8.28,-46.35353807,253.6464619
2025/2/7 08:18,8.3,-67.49795041,232.5020496
2025/2/7 08:19,8.32,-77.60479806,222.3952019
2025/2/7 08:20,8.33,-12.73348565,287.2665144
2025/2/7 08:21,8.35,-95.84617969,204.1538203
2025/2/7 08:22,8.37,-84.77837511,215.2216249
